delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
8468.0,xpressbees,furniture,bike,same day,central,rainy,7.2,36.17,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,244.51
13382.0,fedex,automobile parts,scooter,two day,east,clear,77.6,40.37,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,,,509.11
6882.0,ekart,groceries,ev bike,same day,north,cold,101.5,19.04,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,,,664.62
5078.0,delhivery,groceries,van,express,west,stormy,22.0,32.15,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000002,yes,,,256.45
11684.0,ekart,cosmetics,bike,standard,west,foggy,76.9,18.41,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,,,439.73
367.0,fedex,automobile parts,ev van,standard,central,clear,191.6,12.02,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,,,994.06
24750.01,shadowfax,furniture,scooter,express,south,stormy,172.8,33.66,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000005,yes,,,1014.98
5467.0,delhivery,furniture,ev bike,same day,east,hot,59.2,5.7,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,,,413.1
250.99,shadowfax,electronics,van,two day,south,clear,244.0,13.62,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,,,1260.86
24298.0,blue dart,furniture,ev van,two day,north,hot,79.8,28.3,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,,,483.9
24554.0,ecom express,clothing,ev bike,two day,central,stormy,267.2,3.55,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,,,1346.65
6663.0,fedex,electronics,scooter,express,north,rainy,180.9,29.06,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000005,yes,,,1041.68
8401.0,xpressbees,fragile items,van,two day,north,foggy,75.1,27.92,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,,,459.26
24162.0,ecom express,pharmacy,truck,standard,east,stormy,198.0,43.99,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,,,1121.97
24064.0,shadowfax,groceries,ev van,same day,east,cold,171.1,17.42,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,1007.76
13783.0,fedex,furniture,van,express,north,cold,16.6,15.83,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,yes,,,180.49
7602.0,delhivery,clothing,van,standard,east,rainy,46.9,5.42,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,,,250.76
7051.0,ecom express,pharmacy,bike,two day,east,hot,111.5,22.14,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,,,623.92
14968.0,xpressbees,furniture,scooter,two day,north,rainy,206.0,18.63,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,,,1085.89
4233.0,shadowfax,documents,scooter,same day,west,foggy,29.4,44.7,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,,,381.1
11484.0,shadowfax,electronics,bike,express,south,rainy,229.3,25.88,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000006,yes,,,1274.14
17327.0,dhl,cosmetics,van,express,east,foggy,255.0,19.94,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000007,yes,,,1384.82
7260.0,blue dart,furniture,truck,two day,west,cold,291.8,8.96,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,,,1485.88
13920.0,ecom express,documents,truck,express,east,stormy,22.2,33.78,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000002,yes,,,262.34
434.0,blue dart,furniture,truck,express,west,clear,58.3,16.4,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000003,no,,,390.7
14377.0,ekart,fragile items,bike,same day,north,foggy,10.2,5.76,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,,,168.28
7397.0,fedex,automobile parts,truck,standard,north,rainy,147.7,43.44,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,,,868.82
24389.0,dhl,furniture,scooter,express,central,clear,91.7,2.86,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,,,517.08
15565.0,dhl,cosmetics,bike,standard,central,rainy,150.3,11.31,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,,,785.43
1496.0,dhl,documents,ev van,two day,central,clear,290.1,16.65,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,,,1500.45
24088.0,delhivery,furniture,van,same day,east,stormy,35.3,9.06,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,303.68
13762.0,delhivery,electronics,ev bike,express,central,clear,291.2,38.47,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000007,yes,,,1621.41
9664.0,ekart,documents,ev van,same day,south,cold,114.6,19.01,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,,,730.03
15964.0,ecom express,documents,scooter,same day,south,clear,258.0,4.92,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,,,1404.76
3436.0,shadowfax,pharmacy,bike,same day,west,clear,297.1,1.99,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,,,1599.97
1774.0,dhl,documents,van,express,west,clear,3.6,21.41,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,no,,,124.73
1238.0,blue dart,furniture,ev bike,express,north,hot,242.5,2.16,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000006,no,,,1268.98
17569.0,fedex,furniture,van,same day,south,foggy,139.2,14.79,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,,,840.37
20838.0,delhivery,electronics,ev van,express,east,foggy,206.7,30.56,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000006,yes,,,1175.18
7491.0,blue dart,cosmetics,truck,express,east,cold,168.1,11.27,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000005,yes,,,924.31
22546.0,ecom express,groceries,ev van,two day,west,cold,33.4,26.16,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,,,245.48
5220.0,dhl,fragile items,bike,same day,north,cold,51.3,1.77,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,,,361.81
17789.0,blue dart,groceries,truck,two day,west,foggy,134.4,39.67,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,,,791.01
23260.0,xpressbees,clothing,ev van,two day,west,rainy,269.2,44.07,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,,,1478.21
17287.0,blue dart,cosmetics,ev van,standard,north,rainy,153.5,31.92,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,,,863.26
18414.0,shadowfax,cosmetics,van,two day,north,rainy,3.6,31.55,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,,,109.15
5520.0,fedex,clothing,ev bike,same day,east,clear,110.2,13.53,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,,,691.59
14753.0,delhivery,fragile items,truck,same day,south,stormy,81.4,48.49,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,,,652.47
14407.0,fedex,furniture,ev bike,standard,north,rainy,80.7,14.74,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,,,447.72
9016.0,blue dart,furniture,scooter,two day,central,cold,139.8,42.1,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,,,825.3
15725.0,xpressbees,pharmacy,bike,same day,north,cold,79.2,7.68,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,,,519.04
8223.0,shadowfax,electronics,ev van,two day,south,foggy,100.4,31.55,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,,,596.65
16236.0,dhl,automobile parts,truck,same day,south,hot,81.6,39.91,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,,,627.73
9763.0,ecom express,documents,bike,express,west,foggy,17.5,35.57,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000002,yes,,,244.21
21068.0,xpressbees,clothing,truck,standard,west,hot,78.4,7.44,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,,,414.32
12024.0,xpressbees,furniture,van,standard,south,rainy,123.7,34.16,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,,,720.98
15863.0,delhivery,fragile items,ev bike,express,north,rainy,288.9,20.77,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000007,yes,,,1556.81
672.0,shadowfax,clothing,ev bike,two day,central,foggy,192.3,42.09,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,,,1087.77
13923.0,dhl,fragile items,van,two day,central,cold,194.0,44.42,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,,,1103.26
3015.0,fedex,pharmacy,ev van,express,central,clear,256.1,3.34,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000007,yes,,,1340.52
14764.0,dhl,documents,van,same day,south,rainy,149.1,10.38,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,,,876.64
17535.0,ecom express,cosmetics,ev bike,standard,east,foggy,107.2,1.63,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,,,540.89
9925.0,delhivery,automobile parts,ev van,express,north,cold,266.5,40.9,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,,,1505.2
8730.0,xpressbees,fragile items,ev bike,standard,east,cold,255.2,4.24,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,,,1288.72
5943.0,blue dart,furniture,truck,express,north,hot,99.4,11.59,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000003,no,,,581.77
16247.0,amazon logistics,furniture,scooter,standard,west,hot,6.3,34.15,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000024,no,,,133.95
13806.0,xpressbees,cosmetics,ev bike,same day,west,stormy,100.4,1.65,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,606.95
18653.0,fedex,cosmetics,van,express,south,cold,13.4,4.72,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,no,,,131.16
9256.0,ekart,cosmetics,bike,two day,central,hot,51.7,4.45,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,,,271.85
5253.0,xpressbees,furniture,bike,express,west,foggy,202.2,48.3,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,yes,,,1205.9
19633.0,blue dart,fragile items,ev bike,express,west,foggy,124.6,40.39,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,,,794.17
21727.0,ekart,documents,ev bike,two day,north,stormy,227.9,6.72,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,,,1159.66
16844.0,amazon logistics,electronics,van,two day,south,clear,286.0,6.29,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,,,1448.87
13006.0,shadowfax,automobile parts,truck,two day,west,stormy,175.5,34.67,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,,,981.51
3902.0,ecom express,fragile items,ev van,two day,west,hot,144.4,25.16,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,,,797.48
2780.0,delhivery,clothing,ev van,two day,south,stormy,15.5,14.09,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,,,119.77
17458.0,blue dart,electronics,ev van,same day,north,hot,251.6,25.8,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,,,1435.4
1396.0,shadowfax,fragile items,ev bike,same day,central,clear,114.8,4.35,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,,,687.05
5749.0,ecom express,fragile items,truck,same day,west,cold,199.5,17.72,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,,,1150.66
21634.0,xpressbees,documents,van,two day,west,clear,13.5,43.31,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,,,197.43
11626.0,xpressbees,pharmacy,truck,two day,north,hot,140.6,9.39,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,,,731.17
12811.0,blue dart,groceries,scooter,same day,west,clear,272.5,49.22,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,,,1610.16
9559.0,xpressbees,pharmacy,truck,same day,central,hot,12.3,16.92,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,,,212.26
8424.0,dhl,furniture,ev bike,same day,east,rainy,215.9,8.22,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,,,1204.16
17647.0,xpressbees,documents,van,express,central,rainy,18.6,41.98,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,yes,,,268.94
20741.0,shadowfax,clothing,ev van,two day,central,stormy,25.9,49.52,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,,,279.02
1686.0,fedex,electronics,ev bike,same day,east,foggy,288.9,2.89,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,1553.17
8946.0,shadowfax,automobile parts,bike,standard,north,clear,264.0,33.79,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,,,1421.37
8212.0,delhivery,electronics,ev bike,same day,south,hot,228.1,20.35,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,,,1301.55
6539.0,ekart,clothing,van,same day,central,hot,91.0,17.32,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,,,606.96
8381.0,ekart,cosmetics,scooter,express,north,clear,86.4,8.6,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000003,yes,,,507.8
24284.0,shadowfax,fragile items,bike,same day,north,clear,192.9,47.44,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,,,1206.82
24060.0,fedex,fragile items,ev van,express,east,foggy,44.7,45.46,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000002,yes,,,409.88
12981.0,dhl,fragile items,ev bike,two day,central,clear,14.5,18.17,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000016,no,,,127.01
2810.0,blue dart,electronics,ev van,same day,west,clear,153.8,22.27,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,935.81
11571.0,delhivery,clothing,truck,two day,west,hot,68.5,2.0,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,,,348.5
10258.0,ecom express,automobile parts,van,same day,north,stormy,166.4,19.37,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,,,990.11
1009.0,xpressbees,automobile parts,bike,standard,north,cold,57.6,39.84,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,,,407.52
21503.0,ekart,automobile parts,ev bike,same day,central,clear,144.5,40.26,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,943.28
12342.0,ecom express,automobile parts,truck,same day,north,stormy,221.3,23.95,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,,,1278.35
22344.0,xpressbees,electronics,ev bike,two day,north,rainy,153.3,13.53,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,,,807.09
19563.0,xpressbees,fragile items,ev van,standard,south,hot,69.6,32.29,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,,,444.87
5641.0,xpressbees,automobile parts,truck,same day,south,hot,9.5,1.23,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,,,151.19
19386.0,xpressbees,electronics,scooter,express,east,stormy,116.0,1.74,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,,,635.22
10793.0,ekart,automobile parts,truck,standard,east,cold,121.1,5.66,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,,,622.48
11584.0,xpressbees,groceries,van,same day,north,stormy,181.9,49.52,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,,,1159.38
14398.0,xpressbees,electronics,van,same day,east,stormy,232.9,4.94,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,,,1279.32
12991.0,delhivery,cosmetics,ev van,same day,central,hot,180.4,19.51,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,,,1060.53
17295.0,blue dart,fragile items,ev van,same day,north,cold,43.3,8.52,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,,,342.06
19912.0,fedex,fragile items,van,standard,north,hot,227.5,11.45,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,,,1171.85
24589.0,blue dart,clothing,scooter,express,south,rainy,193.2,20.27,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000005,yes,,,1076.81
19171.0,dhl,documents,van,two day,north,hot,216.2,33.57,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,,,1181.71
2721.0,shadowfax,electronics,ev bike,express,south,hot,191.0,30.91,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,,,1097.73
2204.0,dhl,electronics,ev van,standard,south,hot,241.0,33.75,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,,,1306.25
15343.0,ekart,fragile items,scooter,two day,central,stormy,110.3,9.93,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,,,581.29
12835.0,ekart,cosmetics,van,express,central,clear,198.1,11.79,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,,,1075.87
6192.0,delhivery,electronics,van,same day,south,rainy,60.4,26.03,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,,,480.09
17678.0,blue dart,fragile items,bike,express,north,foggy,227.9,9.46,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,,,1217.88
10126.0,ekart,fragile items,ev bike,same day,north,hot,39.8,1.02,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,,,302.06
660.0,ekart,clothing,ev bike,standard,north,clear,219.9,36.7,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,,,1209.6
19783.0,xpressbees,cosmetics,ev van,two day,north,cold,223.8,47.46,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,,,1261.38
17252.0,delhivery,fragile items,van,two day,south,rainy,290.7,47.6,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000016,no,,,1596.3
16705.0,xpressbees,furniture,van,same day,east,stormy,90.3,19.74,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,,,610.72
8737.0,dhl,groceries,ev bike,two day,south,hot,31.2,32.91,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,,,254.73
16554.0,dhl,pharmacy,van,standard,north,cold,285.7,9.73,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,,,1457.69
8739.0,xpressbees,pharmacy,ev bike,two day,south,clear,237.3,39.87,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,,,1306.11
13981.0,ecom express,fragile items,ev van,same day,east,foggy,270.3,7.14,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,,,1472.92
24083.0,xpressbees,electronics,ev bike,express,central,foggy,66.1,31.05,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,,,473.65
23057.0,ecom express,pharmacy,bike,standard,south,hot,184.9,29.78,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,,,1013.84
23948.0,ekart,pharmacy,ev van,two day,west,clear,85.8,9.48,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,,,457.44
24679.0,delhivery,cosmetics,scooter,same day,north,rainy,117.9,21.15,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,,,752.95
1411.0,delhivery,groceries,ev bike,express,east,cold,77.5,33.25,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,no,,,537.25
8975.0,blue dart,automobile parts,ev van,express,south,foggy,188.1,8.65,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000005,yes,,,1016.45
7786.0,fedex,furniture,bike,express,east,stormy,57.6,31.69,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000003,yes,,,433.07
2438.0,xpressbees,pharmacy,ev van,express,central,foggy,208.1,20.6,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,,,1152.3
4828.0,fedex,groceries,van,two day,north,foggy,270.7,2.01,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,,,1359.53
12718.0,fedex,documents,scooter,express,west,hot,125.3,11.83,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,yes,,,711.99
2965.0,xpressbees,clothing,ev van,express,west,rainy,48.3,19.17,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,,,349.01
20056.0,blue dart,pharmacy,ev van,same day,north,foggy,12.2,47.02,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,,,302.06
12840.0,xpressbees,groceries,scooter,standard,south,foggy,190.6,21.29,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,,,1016.87
21073.0,blue dart,pharmacy,bike,standard,west,rainy,217.0,12.05,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,,,1121.15
20417.0,ecom express,furniture,truck,express,central,rainy,294.1,47.98,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,,,1632.7206
14702.0,delhivery,pharmacy,ev van,two day,central,clear,196.0,35.2,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,,,1085.6
22825.0,delhivery,documents,ev bike,standard,north,clear,215.6,33.77,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,,,1179.31
1346.0,ecom express,fragile items,bike,express,central,cold,244.9,12.21,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000006,yes,,,1311.13
7889.0,amazon logistics,pharmacy,scooter,same day,east,clear,231.2,30.69,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,,,1348.07
24244.0,xpressbees,documents,truck,same day,south,cold,268.7,24.21,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,,,1516.13
23633.0,ekart,cosmetics,truck,standard,west,stormy,183.5,13.34,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,,,957.52
10377.0,fedex,furniture,ev bike,express,central,stormy,3.6,26.45,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,,,145.85
8449.0,amazon logistics,cosmetics,bike,two day,north,foggy,68.8,19.69,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,,,403.07
13387.0,amazon logistics,clothing,scooter,express,south,stormy,290.7,41.21,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000007,yes,,,1627.13
16096.0,ecom express,furniture,ev bike,two day,north,hot,222.5,17.43,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,,,1164.79
8521.0,shadowfax,cosmetics,van,same day,north,clear,195.7,35.02,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,,,1183.56
3266.0,shadowfax,fragile items,ev van,standard,west,clear,43.9,6.95,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,,,240.35
15004.0,xpressbees,automobile parts,ev van,two day,west,rainy,88.4,44.2,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,,,574.6
22824.0,delhivery,automobile parts,ev van,express,east,cold,192.3,1.17,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000005,yes,,,1015.01
14615.0,amazon logistics,furniture,scooter,same day,north,stormy,162.9,23.6,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,,,985.3
21432.0,ekart,fragile items,bike,standard,north,foggy,44.1,19.3,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,,,278.4
17168.0,delhivery,fragile items,bike,express,south,foggy,177.4,14.5,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,,,980.5
12484.0,blue dart,electronics,scooter,express,east,hot,213.1,27.63,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000006,no,,,1198.39
18756.0,blue dart,clothing,bike,same day,north,cold,281.0,27.27,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,,,1586.81
4261.0,ekart,pharmacy,ev van,standard,east,foggy,183.1,11.1,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,,,948.8
3988.0,delhivery,automobile parts,ev bike,same day,west,cold,142.7,20.61,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,,,875.33
17889.0,amazon logistics,cosmetics,ev van,standard,south,hot,118.2,16.32,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,,,639.96
13905.0,dhl,pharmacy,scooter,standard,north,foggy,142.3,10.75,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,,,743.75
800.0,dhl,groceries,truck,standard,south,rainy,134.1,36.11,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,,,778.83
18948.0,delhivery,clothing,truck,express,west,hot,56.5,17.93,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,,,386.29
19107.0,delhivery,electronics,van,two day,north,foggy,252.3,16.53,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,,,1311.09
18893.0,blue dart,cosmetics,van,two day,central,clear,183.4,6.51,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,,,936.53
15892.0,ekart,groceries,bike,standard,west,hot,74.1,20.22,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,,,431.16
3900.0,ecom express,cosmetics,van,two day,central,cold,168.0,37.23,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,,,951.69
13710.0,blue dart,automobile parts,bike,standard,north,cold,252.1,32.44,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,,,1357.82
12862.0,dhl,fragile items,scooter,same day,north,stormy,82.5,3.96,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,,,524.38
15969.0,shadowfax,furniture,van,same day,south,hot,269.8,23.36,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,,,1519.08
19859.0,fedex,documents,ev bike,standard,central,cold,66.3,14.49,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,,,374.97
24569.0,shadowfax,groceries,bike,express,east,hot,202.6,36.21,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,yes,,,1171.63
7361.0,delhivery,pharmacy,ev van,two day,south,rainy,152.4,2.83,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,,,770.49
18537.0,fedex,furniture,ev van,two day,central,stormy,270.5,30.37,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,,,1443.61
14557.0,fedex,groceries,ev bike,express,central,hot,7.5,21.59,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,,,152.27
4871.0,blue dart,furniture,bike,express,east,foggy,228.8,25.86,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,,,1271.58
